id,group,time,date,entrees,sumentrees
joc,museum,16:30,10/01/2019,710,227809
joc,museum,17:00,10/01/2019,529,228338
joc,museum,17:30,10/01/2019,353,228691
joc,museum,18:00,10/01/2019,279,228970
joc,museum,18:30,10/01/2019,229,229199
joc,museum,19:00,10/01/2019,0,229199
joc,museum,19:30,10/01/2019,0,229199
joc,museum,20:00,10/01/2019,0,229199
joc,museum,20:30,10/01/2019,0,229199
joc,museum,21:00,10/01/2019,0,229199
joc,museum,21:30,10/01/2019,0,229199
joc,museum,22:00,10/01/2019,0,229199
joc,museum,22:30,10/01/2019,0,229199
joc,museum,23:00,10/01/2019,0,229199
joc,museum,23:30,10/01/2019,0,229199
joc,museum,00:00,11/01/2019,0,229199
joc,museum,00:30,11/01/2019,0,229199
joc,museum,01:00,11/01/2019,0,229199
joc,museum,01:30,11/01/2019,0,229199
joc,museum,02:00,11/01/2019,0,229199
joc,museum,02:30,11/01/2019,0,229199
joc,museum,03:00,11/01/2019,0,229199
joc,museum,03:30,11/01/2019,0,229199
joc,museum,04:00,11/01/2019,0,229199
joc,museum,04:30,11/01/2019,0,229199
joc,museum,05:00,11/01/2019,0,229199
joc,museum,05:30,11/01/2019,0,229199
joc,museum,06:00,11/01/2019,0,229199
joc,museum,06:30,11/01/2019,0,229199
joc,museum,07:00,11/01/2019,0,229199
joc,museum,07:30,11/01/2019,0,229199
joc,museum,08:00,11/01/2019,0,229199
joc,museum,08:30,11/01/2019,0,229199
joc,museum,09:00,11/01/2019,97,229296
joc,museum,09:30,11/01/2019,873,230169
joc,museum,10:00,11/01/2019,761,230930
joc,museum,10:30,11/01/2019,1309,232239
joc,museum,11:00,11/01/2019,1290,233529
joc,museum,11:30,11/01/2019,1199,234728
joc,museum,12:00,11/01/2019,1169,235897
joc,museum,12:30,11/01/2019,1106,237003
joc,museum,13:00,11/01/2019,1143,238146
joc,museum,13:30,11/01/2019,1096,239242
joc,museum,14:00,11/01/2019,1481,240723
joc,museum,14:30,11/01/2019,1279,242002
joc,museum,15:00,11/01/2019,1356,243358
